proposal_uid,image_id,fold,relative_path,category_id,x0,y0,x1,y1,detector_score,source_prediction_index
y5-f0-i3714-p017047,3714,0,images/train/MAR20_3717.jpg,15,405.47,385.74,503.91,469.14,0.915527,17047
y5-f0-i3714-p017048,3714,0,images/train/MAR20_3717.jpg,15,283.59,508.98,407.03,634.38,0.819824,17048
y5-f0-i3714-p017049,3714,0,images/train/MAR20_3717.jpg,15,205.66,658.59,317.19,773.44,0.005753,17049
y5-f0-i3714-p017050,3714,0,images/train/MAR20_3717.jpg,9,283.4,510.16,407.42,634.38,0.003172,17050
y5-f0-i3716-p017051,3716,0,images/train/MAR20_3719.jpg,20,580.86,188.96,630.47,236.91,0.817383,17051
y5-f0-i3716-p017052,3716,0,images/train/MAR20_3719.jpg,20,632.42,212.5,682.03,262.3,0.795898,17052
y5-f0-i3716-p017053,3716,0,images/train/MAR20_3719.jpg,20,482.03,139.55,533.59,190.62,0.677246,17053
y5-f0-i3716-p017054,3716,0,images/train/MAR20_3719.jpg,20,430.08,114.65,481.25,165.43,0.666992,17054
y5-f0-i3716-p017055,3716,0,images/train/MAR20_3719.jpg,20,532.03,162.6,582.03,214.26,0.644043,17055
y5-f0-i3716-p017056,3716,0,images/train/MAR20_3719.jpg,10,767.19,733.98,800.0,800.0,0.644043,17056
y5-f0-i3716-p017057,3716,0,images/train/MAR20_3719.jpg,19,464.45,572.66,523.83,634.38,0.642578,17057
y5-f0-i3716-p017058,3716,0,images/train/MAR20_3719.jpg,20,684.77,237.5,736.33,288.28,0.616699,17058
y5-f0-i3716-p017059,3716,0,images/train/MAR20_3719.jpg,20,379.69,90.58,430.08,141.11,0.5,17059
y5-f0-i3716-p017060,3716,0,images/train/MAR20_3719.jpg,19,59.72,373.05,120.61,433.2,0.394287,17060
y5-f0-i3716-p017061,3716,0,images/train/MAR20_3719.jpg,19,167.48,426.56,228.71,487.89,0.373779,17061
y5-f0-i3716-p017062,3716,0,images/train/MAR20_3719.jpg,20,328.52,65.38,379.1,117.87,0.336426,17062
y5-f0-i3716-p017063,3716,0,images/train/MAR20_3719.jpg,19,406.25,544.14,464.06,605.47,0.29248,17063
y5-f0-i3716-p017064,3716,0,images/train/MAR20_3719.jpg,19,530.08,604.69,589.84,666.8,0.252441,17064
y5-f0-i3716-p017065,3716,0,images/train/MAR20_3719.jpg,19,346.29,514.06,406.64,576.56,0.212036,17065
y5-f0-i3716-p017066,3716,0,images/train/MAR20_3719.jpg,20,276.17,40.11,328.52,92.58,0.204346,17066
y5-f0-i3716-p017067,3716,0,images/train/MAR20_3719.jpg,10,276.17,40.11,328.52,92.58,0.139404,17067
y5-f0-i3716-p017068,3716,0,images/train/MAR20_3719.jpg,20,739.45,262.89,790.62,312.89,0.133911,17068
y5-f0-i3716-p017069,3716,0,images/train/MAR20_3719.jpg,19,287.11,487.11,347.66,548.05,0.133911,17069
y5-f0-i3716-p017070,3716,0,images/train/MAR20_3719.jpg,10,739.45,262.89,790.62,312.89,0.121704,17070
y5-f0-i3716-p017071,3716,0,images/train/MAR20_3719.jpg,19,590.62,633.98,651.56,697.66,0.113586,17071
y5-f0-i3716-p017072,3716,0,images/train/MAR20_3719.jpg,9,346.68,514.45,406.64,576.56,0.087585,17072
y5-f0-i3716-p017073,3716,0,images/train/MAR20_3719.jpg,9,287.11,487.11,347.66,548.05,0.084473,17073
y5-f0-i3716-p017074,3716,0,images/train/MAR20_3719.jpg,10,328.52,65.38,379.1,117.87,0.077515,17074
y5-f0-i3716-p017075,3716,0,images/train/MAR20_3719.jpg,9,590.62,633.98,651.95,697.66,0.073669,17075
y5-f0-i3716-p017076,3716,0,images/train/MAR20_3719.jpg,15,590.62,633.98,651.56,697.66,0.065857,17076
y5-f0-i3716-p017077,3716,0,images/train/MAR20_3719.jpg,15,59.96,372.85,120.51,433.2,0.065369,17077
y5-f0-i3716-p017078,3716,0,images/train/MAR20_3719.jpg,15,530.08,604.69,590.62,667.19,0.06488,17078
y5-f0-i3716-p017079,3716,0,images/train/MAR20_3719.jpg,10,684.77,237.5,736.33,288.28,0.059204,17079
y5-f0-i3716-p017080,3716,0,images/train/MAR20_3719.jpg,6,739.06,263.09,791.02,312.89,0.047607,17080
y5-f0-i3716-p017081,3716,0,images/train/MAR20_3719.jpg,7,767.19,733.98,800.0,800.0,0.042572,17081
y5-f0-i3716-p017082,3716,0,images/train/MAR20_3719.jpg,10,532.03,162.6,582.03,214.26,0.040527,17082
y5-f0-i3716-p017083,3716,0,images/train/MAR20_3719.jpg,6,379.69,90.82,430.47,141.31,0.035156,17083
y5-f0-i3716-p017084,3716,0,images/train/MAR20_3719.jpg,15,532.03,162.7,582.42,214.45,0.034485,17084
y5-f0-i3716-p017085,3716,0,images/train/MAR20_3719.jpg,15,379.69,90.82,430.47,141.31,0.031738,17085
y5-f0-i3716-p017086,3716,0,images/train/MAR20_3719.jpg,10,482.03,139.55,533.59,190.62,0.028442,17086
y5-f0-i3716-p017087,3716,0,images/train/MAR20_3719.jpg,6,580.86,189.26,630.86,237.3,0.026352,17087
y5-f0-i3716-p017088,3716,0,images/train/MAR20_3719.jpg,6,632.42,212.89,682.03,262.7,0.023331,17088
y5-f0-i3716-p017089,3716,0,images/train/MAR20_3719.jpg,15,346.48,514.06,407.03,576.95,0.021042,17089
y5-f0-i3716-p017090,3716,0,images/train/MAR20_3719.jpg,15,482.03,139.75,533.59,190.82,0.018768,17090
y5-f0-i3716-p017091,3716,0,images/train/MAR20_3719.jpg,15,406.25,544.14,464.84,605.47,0.017853,17091
y5-f0-i3716-p017092,3716,0,images/train/MAR20_3719.jpg,10,430.08,114.65,481.25,165.43,0.017639,17092
y5-f0-i3716-p017093,3716,0,images/train/MAR20_3719.jpg,15,632.42,212.89,682.03,262.7,0.01738,17093
y5-f0-i3716-p017094,3716,0,images/train/MAR20_3719.jpg,14,767.19,733.98,800.0,800.0,0.017303,17094
y5-f0-i3716-p017095,3716,0,images/train/MAR20_3719.jpg,15,167.68,426.56,229.1,487.89,0.016846,17095
y5-f0-i3716-p017096,3716,0,images/train/MAR20_3719.jpg,10,464.45,573.05,523.83,633.98,0.015129,17096
y5-f0-i3716-p017097,3716,0,images/train/MAR20_3719.jpg,6,684.77,237.5,736.33,288.48,0.014954,17097
y5-f0-i3716-p017098,3716,0,images/train/MAR20_3719.jpg,10,632.42,212.5,682.03,262.3,0.014671,17098
y5-f0-i3716-p017099,3716,0,images/train/MAR20_3719.jpg,9,167.68,426.56,228.91,487.89,0.013847,17099
y5-f0-i3716-p017100,3716,0,images/train/MAR20_3719.jpg,10,379.69,90.58,430.08,141.11,0.013535,17100
y5-f0-i3716-p017101,3716,0,images/train/MAR20_3719.jpg,15,580.86,189.26,630.86,237.3,0.013069,17101
y5-f0-i3716-p017102,3716,0,images/train/MAR20_3719.jpg,15,430.08,114.84,481.25,165.72,0.011871,17102
y5-f0-i3716-p017103,3716,0,images/train/MAR20_3719.jpg,9,406.25,544.14,464.45,605.47,0.011688,17103
y5-f0-i3716-p017104,3716,0,images/train/MAR20_3719.jpg,6,430.08,114.84,481.25,165.72,0.01049,17104
y5-f0-i3716-p017105,3716,0,images/train/MAR20_3719.jpg,10,287.11,487.11,347.66,548.05,0.010406,17105
y5-f0-i3716-p017106,3716,0,images/train/MAR20_3719.jpg,15,684.77,237.5,736.33,288.48,0.009087,17106
y5-f0-i3716-p017107,3716,0,images/train/MAR20_3719.jpg,6,532.03,162.7,582.42,214.45,0.008949,17107
y5-f0-i3716-p017108,3716,0,images/train/MAR20_3719.jpg,10,59.96,373.24,120.41,433.2,0.00885,17108
y5-f0-i3716-p017109,3716,0,images/train/MAR20_3719.jpg,9,530.08,605.08,590.23,666.8,0.007904,17109
y5-f0-i3716-p017110,3716,0,images/train/MAR20_3719.jpg,10,530.08,605.08,590.23,666.8,0.007488,17110
y5-f0-i3716-p017111,3716,0,images/train/MAR20_3719.jpg,10,580.86,188.96,630.47,236.91,0.007347,17111
y5-f0-i3716-p017112,3716,0,images/train/MAR20_3719.jpg,6,767.19,733.98,800.0,800.0,0.006241,17112
y5-f0-i3716-p017113,3716,0,images/train/MAR20_3719.jpg,15,739.06,263.09,791.02,312.89,0.006027,17113
y5-f0-i3716-p017114,3716,0,images/train/MAR20_3719.jpg,15,287.11,486.72,347.66,548.05,0.005512,17114
y5-f0-i3716-p017115,3716,0,images/train/MAR20_3719.jpg,10,346.68,514.45,406.64,576.56,0.00547,17115
y5-f0-i3716-p017116,3716,0,images/train/MAR20_3719.jpg,10,590.62,633.98,651.95,697.66,0.005219,17116
y5-f0-i3716-p017117,3716,0,images/train/MAR20_3719.jpg,15,464.45,573.05,523.83,633.98,0.00481,17117
y5-f0-i3716-p017118,3716,0,images/train/MAR20_3719.jpg,12,767.19,733.98,800.0,800.0,0.004772,17118
y5-f0-i3716-p017119,3716,0,images/train/MAR20_3719.jpg,9,59.96,373.24,120.41,433.2,0.003693,17119
y5-f0-i3716-p017120,3716,0,images/train/MAR20_3719.jpg,15,275.78,40.41,328.91,92.72,0.002737,17120
y5-f0-i3716-p017121,3716,0,images/train/MAR20_3719.jpg,12,59.96,373.24,120.41,433.2,0.002562,17121
y5-f0-i3716-p017122,3716,0,images/train/MAR20_3719.jpg,15,328.32,65.62,379.3,117.97,0.002424,17122
y5-f0-i3716-p017123,3716,0,images/train/MAR20_3719.jpg,6,482.03,139.75,533.59,190.82,0.002333,17123
y5-f0-i3716-p017124,3716,0,images/train/MAR20_3719.jpg,14,767.19,732.42,800.0,800.0,0.002296,17124
y5-f0-i3716-p017125,3716,0,images/train/MAR20_3719.jpg,12,684.77,237.5,736.33,288.28,0.00181,17125
y5-f0-i3716-p017126,3716,0,images/train/MAR20_3719.jpg,14,767.19,733.98,800.0,800.0,0.001694,17126
y5-f0-i3716-p017127,3716,0,images/train/MAR20_3719.jpg,9,464.45,573.05,523.83,633.98,0.001649,17127
y5-f0-i3716-p017128,3716,0,images/train/MAR20_3719.jpg,12,532.03,162.6,582.03,214.26,0.001574,17128
y5-f0-i3716-p017129,3716,0,images/train/MAR20_3719.jpg,14,328.52,65.53,379.1,117.77,0.001507,17129
y5-f0-i3716-p017130,3716,0,images/train/MAR20_3719.jpg,6,275.78,40.41,328.91,92.72,0.001501,17130
y5-f0-i3716-p017131,3716,0,images/train/MAR20_3719.jpg,14,739.45,262.7,790.62,312.89,0.001472,17131
y5-f0-i3716-p017132,3716,0,images/train/MAR20_3719.jpg,10,167.68,426.56,228.91,487.89,0.001399,17132
y5-f0-i3716-p017133,3716,0,images/train/MAR20_3719.jpg,14,276.17,40.16,328.71,92.48,0.001174,17133
y5-f0-i3716-p017134,3716,0,images/train/MAR20_3719.jpg,14,430.08,114.75,481.25,165.53,0.00109,17134
y5-f0-i3717-p017135,3717,0,images/train/MAR20_372.jpg,16,246.53,254.94,431.81,372.6,0.88623,17135
y5-f0-i3717-p017136,3717,0,images/train/MAR20_372.jpg,16,296.4,112.62,481.86,231.97,0.877441,17136
y5-f0-i3717-p017137,3717,0,images/train/MAR20_372.jpg,16,148.67,540.88,332.07,661.16,0.872559,17137
y5-f0-i3717-p017138,3717,0,images/train/MAR20_372.jpg,16,199.84,397.81,385.11,517.72,0.862305,17138
y5-f0-i3717-p017139,3717,0,images/train/MAR20_372.jpg,8,149.41,540.51,332.82,661.53,0.078064,17139
y5-f0-i3717-p017140,3717,0,images/train/MAR20_372.jpg,8,200.21,397.44,380.63,517.72,0.008316,17140
y5-f0-i3717-p017141,3717,0,images/train/MAR20_372.jpg,8,485.6,0.0,598.78,18.81,0.007175,17141
y5-f0-i3717-p017142,3717,0,images/train/MAR20_372.jpg,8,248.59,254.75,432.55,372.97,0.003975,17142
y5-f0-i3717-p017143,3717,0,images/train/MAR20_372.jpg,8,298.08,113.37,482.98,232.34,0.002003,17143
y5-f0-i3717-p017144,3717,0,images/train/MAR20_372.jpg,8,148.67,540.88,332.07,661.16,0.001188,17144
y5-f0-i3720-p017145,3720,0,images/train/MAR20_3724.jpg,15,457.03,322.85,529.69,395.7,0.85791,17145
y5-f0-i3720-p017146,3720,0,images/train/MAR20_3724.jpg,20,536.33,387.5,608.2,455.08,0.822266,17146
y5-f0-i3720-p017147,3720,0,images/train/MAR20_3724.jpg,20,371.68,292.97,443.36,361.91,0.808105,17147
y5-f0-i3720-p017148,3720,0,images/train/MAR20_3724.jpg,15,464.84,562.11,540.23,637.5,0.70752,17148
y5-f0-i3720-p017149,3720,0,images/train/MAR20_3724.jpg,15,136.72,25.1,208.59,98.34,0.680664,17149
y5-f0-i3720-p017150,3720,0,images/train/MAR20_3724.jpg,15,537.5,607.81,625.39,689.84,0.53125,17150
y5-f0-i3720-p017151,3720,0,images/train/MAR20_3724.jpg,9,537.11,607.81,625.39,689.84,0.375732,17151
y5-f0-i3720-p017152,3720,0,images/train/MAR20_3724.jpg,9,464.84,562.5,540.62,637.5,0.075317,17152
y5-f0-i3720-p017153,3720,0,images/train/MAR20_3724.jpg,9,457.03,323.05,529.3,395.7,0.008446,17153
y5-f0-i3720-p017154,3720,0,images/train/MAR20_3724.jpg,15,25.56,0.01,98.1,10.49,0.005959,17154
y5-f0-i3720-p017155,3720,0,images/train/MAR20_3724.jpg,10,371.68,292.97,443.36,361.91,0.003809,17155
y5-f0-i3720-p017156,3720,0,images/train/MAR20_3724.jpg,4,25.56,0.01,98.1,10.49,0.002758,17156
y5-f0-i3720-p017157,3720,0,images/train/MAR20_3724.jpg,10,536.33,387.5,608.2,455.08,0.002378,17157
y5-f0-i3720-p017158,3720,0,images/train/MAR20_3724.jpg,15,23.34,0.0,62.65,7.22,0.002216,17158
y5-f0-i3720-p017159,3720,0,images/train/MAR20_3724.jpg,20,25.56,0.01,98.1,10.49,0.002174,17159
y5-f0-i3720-p017160,3720,0,images/train/MAR20_3724.jpg,15,24.02,0.02,77.78,7.28,0.001824,17160
y5-f0-i3720-p017161,3720,0,images/train/MAR20_3724.jpg,9,137.01,25.83,208.4,98.54,0.001579,17161
y5-f0-i3720-p017162,3720,0,images/train/MAR20_3724.jpg,19,24.02,0.02,77.78,7.28,0.001421,17162
y5-f0-i3720-p017163,3720,0,images/train/MAR20_3724.jpg,22,25.56,0.01,98.1,10.49,0.00132,17163
y5-f0-i3720-p017164,3720,0,images/train/MAR20_3724.jpg,4,24.02,0.02,77.78,7.28,0.001086,17164
y5-f0-i3720-p017165,3720,0,images/train/MAR20_3724.jpg,4,23.34,0.0,62.65,7.22,0.001048,17165
y5-f0-i3721-p017166,3721,0,images/train/MAR20_3725.jpg,23,412.11,519.14,465.62,569.14,0.939453,17166
y5-f0-i3721-p017167,3721,0,images/train/MAR20_3725.jpg,22,209.38,221.88,264.06,271.09,0.936523,17167
y5-f0-i3721-p017168,3721,0,images/train/MAR20_3725.jpg,22,0.0,211.52,50.59,259.38,0.930176,17168
y5-f0-i3721-p017169,3721,0,images/train/MAR20_3725.jpg,23,440.23,556.64,492.58,608.59,0.92627,17169
y5-f0-i3721-p017170,3721,0,images/train/MAR20_3725.jpg,22,28.39,249.61,84.18,298.63,0.92041,17170
y5-f0-i3721-p017171,3721,0,images/train/MAR20_3725.jpg,22,223.05,478.12,275.39,524.61,0.918945,17171
y5-f0-i3721-p017172,3721,0,images/train/MAR20_3725.jpg,23,464.84,585.55,519.14,635.16,0.915527,17172
y5-f0-i3721-p017173,3721,0,images/train/MAR20_3725.jpg,4,281.25,297.66,329.49,348.63,0.90918,17173
y5-f0-i3721-p017174,3721,0,images/train/MAR20_3725.jpg,4,340.23,369.14,389.26,416.8,0.877441,17174
y5-f0-i3721-p017175,3721,0,images/train/MAR20_3725.jpg,4,90.77,327.54,145.7,375.0,0.818848,17175
y5-f0-i3721-p017176,3721,0,images/train/MAR20_3725.jpg,22,189.65,440.62,241.21,487.11,0.818848,17176
y5-f0-i3721-p017177,3721,0,images/train/MAR20_3725.jpg,22,58.79,286.72,113.28,336.52,0.756348,17177
y5-f0-i3721-p017178,3721,0,images/train/MAR20_3725.jpg,4,256.25,516.8,308.2,564.45,0.747559,17178
y5-f0-i3721-p017179,3721,0,images/train/MAR20_3725.jpg,23,494.53,620.31,546.88,669.14,0.480469,17179
y5-f0-i3721-p017180,3721,0,images/train/MAR20_3725.jpg,23,494.53,620.7,546.88,669.14,0.17334,17180
y5-f0-i3721-p017181,3721,0,images/train/MAR20_3725.jpg,22,256.25,516.8,308.2,564.45,0.122498,17181
y5-f0-i3721-p017182,3721,0,images/train/MAR20_3725.jpg,22,58.74,286.72,113.57,336.91,0.069031,17182
y5-f0-i3721-p017183,3721,0,images/train/MAR20_3725.jpg,4,189.65,440.62,241.21,487.11,0.051086,17183
y5-f0-i3721-p017184,3721,0,images/train/MAR20_3725.jpg,22,90.77,327.54,145.7,375.0,0.04303,17184
y5-f0-i3721-p017185,3721,0,images/train/MAR20_3725.jpg,24,0.0,0.51,16.65,23.27,0.018265,17185
y5-f0-i3721-p017186,3721,0,images/train/MAR20_3725.jpg,22,340.23,369.14,389.26,416.8,0.010735,17186
y5-f0-i3721-p017187,3721,0,images/train/MAR20_3725.jpg,22,0.0,309.57,9.74,350.39,0.007668,17187
y5-f0-i3721-p017188,3721,0,images/train/MAR20_3725.jpg,24,0.0,0.0,15.8,23.94,0.007637,17188
y5-f0-i3721-p017189,3721,0,images/train/MAR20_3725.jpg,23,305.47,791.8,356.05,800.0,0.005138,17189
y5-f0-i3721-p017190,3721,0,images/train/MAR20_3725.jpg,23,295.51,792.19,355.86,800.0,0.00375,17190
y5-f0-i3721-p017191,3721,0,images/train/MAR20_3725.jpg,22,545.7,789.45,590.23,800.0,0.002209,17191
y5-f0-i3721-p017192,3721,0,images/train/MAR20_3725.jpg,22,0.02,300.0,7.2,345.9,0.002115,17192
y5-f0-i3721-p017193,3721,0,images/train/MAR20_3725.jpg,22,281.25,297.66,329.49,348.63,0.002003,17193
y5-f0-i3721-p017194,3721,0,images/train/MAR20_3725.jpg,24,0.0,0.0,13.29,24.48,0.001782,17194
y5-f0-i3721-p017195,3721,0,images/train/MAR20_3725.jpg,22,0.01,236.72,7.16,276.56,0.001636,17195
y5-f0-i3721-p017196,3721,0,images/train/MAR20_3725.jpg,4,0.0,309.57,9.74,350.39,0.001513,17196
y5-f0-i3721-p017197,3721,0,images/train/MAR20_3725.jpg,22,0.0,304.49,8.47,348.83,0.001351,17197
y5-f0-i3721-p017198,3721,0,images/train/MAR20_3725.jpg,4,223.05,478.12,275.39,524.61,0.001129,17198
y5-f0-i3721-p017199,3721,0,images/train/MAR20_3725.jpg,4,0.01,176.56,6.0,230.66,0.001103,17199
y5-f0-i3721-p017200,3721,0,images/train/MAR20_3725.jpg,24,0.02,0.71,11.24,24.46,0.001065,17200
y5-f0-i3721-p017201,3721,0,images/train/MAR20_3725.jpg,4,0.0,304.49,8.47,348.83,0.001048,17201
y5-f0-i3723-p017202,3723,0,images/train/MAR20_3727.jpg,20,539.45,6.92,596.48,60.6,0.871582,17202
y5-f0-i3723-p017203,3723,0,images/train/MAR20_3727.jpg,15,467.97,23.88,520.31,77.2,0.861328,17203
y5-f0-i3723-p017204,3723,0,images/train/MAR20_3727.jpg,15,271.68,675.0,302.93,724.22,0.822266,17204
y5-f0-i3723-p017205,3723,0,images/train/MAR20_3727.jpg,20,600.39,120.21,657.03,172.95,0.817383,17205
y5-f0-i3723-p017206,3723,0,images/train/MAR20_3727.jpg,20,603.12,593.75,658.2,646.09,0.38501,17206
y5-f0-i3723-p017207,3723,0,images/train/MAR20_3727.jpg,9,658.59,103.52,721.48,164.06,0.381104,17207
y5-f0-i3723-p017208,3723,0,images/train/MAR20_3727.jpg,9,120.7,696.88,180.08,754.69,0.297363,17208
y5-f0-i3723-p017209,3723,0,images/train/MAR20_3727.jpg,15,120.9,696.48,179.88,754.69,0.297363,17209
y5-f0-i3723-p017210,3723,0,images/train/MAR20_3727.jpg,6,427.73,630.47,482.81,683.2,0.287842,17210
y5-f0-i3723-p017211,3723,0,images/train/MAR20_3727.jpg,15,603.12,593.75,658.2,646.09,0.275146,17211
y5-f0-i3723-p017212,3723,0,images/train/MAR20_3727.jpg,20,544.92,604.69,599.61,656.64,0.267334,17212
y5-f0-i3723-p017213,3723,0,images/train/MAR20_3727.jpg,15,34.33,717.58,88.77,769.92,0.250977,17213
y5-f0-i3723-p017214,3723,0,images/train/MAR20_3727.jpg,6,603.12,593.75,658.2,646.09,0.242188,17214
y5-f0-i3723-p017215,3723,0,images/train/MAR20_3727.jpg,15,427.73,630.47,482.81,683.2,0.235107,17215
y5-f0-i3723-p017216,3723,0,images/train/MAR20_3727.jpg,6,484.77,617.58,540.62,671.09,0.233765,17216
y5-f0-i3723-p017217,3723,0,images/train/MAR20_3727.jpg,9,209.38,678.12,268.16,735.55,0.206909,17217
y5-f0-i3723-p017218,3723,0,images/train/MAR20_3727.jpg,6,544.92,605.08,599.61,656.64,0.189575,17218
y5-f0-i3723-p017219,3723,0,images/train/MAR20_3727.jpg,20,427.73,630.47,482.81,683.2,0.178955,17219
y5-f0-i3723-p017220,3723,0,images/train/MAR20_3727.jpg,15,544.92,605.08,599.61,656.64,0.143188,17220
y5-f0-i3723-p017221,3723,0,images/train/MAR20_3727.jpg,23,34.23,717.58,88.67,769.53,0.083862,17221
y5-f0-i3723-p017222,3723,0,images/train/MAR20_3727.jpg,4,209.38,678.12,268.16,735.55,0.071045,17222
y5-f0-i3723-p017223,3723,0,images/train/MAR20_3727.jpg,15,484.77,617.58,540.62,671.09,0.067078,17223
y5-f0-i3723-p017224,3723,0,images/train/MAR20_3727.jpg,19,658.59,103.81,721.48,163.67,0.05603,17224
y5-f0-i3723-p017225,3723,0,images/train/MAR20_3727.jpg,20,484.77,617.58,540.62,671.09,0.05072,17225
y5-f0-i3723-p017226,3723,0,images/train/MAR20_3727.jpg,9,34.23,717.58,88.67,769.53,0.047424,17226
y5-f0-i3723-p017227,3723,0,images/train/MAR20_3727.jpg,4,271.68,675.0,302.93,724.22,0.018402,17227
y5-f0-i3723-p017228,3723,0,images/train/MAR20_3727.jpg,19,209.38,678.52,268.36,735.55,0.017914,17228
y5-f0-i3723-p017229,3723,0,images/train/MAR20_3727.jpg,19,34.08,717.58,88.72,769.92,0.017853,17229
y5-f0-i3723-p017230,3723,0,images/train/MAR20_3727.jpg,23,271.68,675.0,302.93,724.22,0.011246,17230
y5-f0-i3723-p017231,3723,0,images/train/MAR20_3727.jpg,10,484.77,617.58,540.62,671.09,0.010696,17231
y5-f0-i3723-p017232,3723,0,images/train/MAR20_3727.jpg,15,600.39,119.92,657.03,172.95,0.008987,17232
y5-f0-i3723-p017233,3723,0,images/train/MAR20_3727.jpg,15,209.57,678.52,268.36,735.55,0.007519,17233
y5-f0-i3723-p017234,3723,0,images/train/MAR20_3727.jpg,15,658.59,103.52,721.48,163.87,0.006191,17234
y5-f0-i3723-p017235,3723,0,images/train/MAR20_3727.jpg,16,271.68,675.0,302.93,724.22,0.005798,17235
y5-f0-i3723-p017236,3723,0,images/train/MAR20_3727.jpg,19,120.51,696.48,179.98,754.69,0.005199,17236
y5-f0-i3723-p017237,3723,0,images/train/MAR20_3727.jpg,10,209.38,678.12,268.16,735.55,0.004627,17237
y5-f0-i3723-p017238,3723,0,images/train/MAR20_3727.jpg,10,427.73,630.47,482.81,683.2,0.003147,17238
y5-f0-i3723-p017239,3723,0,images/train/MAR20_3727.jpg,22,271.68,675.0,302.93,724.22,0.003063,17239
y5-f0-i3723-p017240,3723,0,images/train/MAR20_3727.jpg,23,658.59,103.52,721.48,164.06,0.002846,17240
y5-f0-i3723-p017241,3723,0,images/train/MAR20_3727.jpg,10,544.92,604.69,599.61,656.64,0.002226,17241
y5-f0-i3723-p017242,3723,0,images/train/MAR20_3727.jpg,9,271.68,675.0,302.93,724.22,0.002083,17242
y5-f0-i3723-p017243,3723,0,images/train/MAR20_3727.jpg,4,658.59,103.52,721.48,164.06,0.001818,17243
y5-f0-i3723-p017244,3723,0,images/train/MAR20_3727.jpg,10,600.39,120.21,657.03,172.95,0.001768,17244
y5-f0-i3723-p017245,3723,0,images/train/MAR20_3727.jpg,23,120.7,696.88,180.08,754.69,0.0017,17245
y5-f0-i3723-p017246,3723,0,images/train/MAR20_3727.jpg,6,600.39,119.92,657.03,172.95,0.001285,17246
y5-f0-i3723-p017247,3723,0,images/train/MAR20_3727.jpg,22,484.77,617.58,540.62,671.09,0.00124,17247
y5-f0-i3723-p017248,3723,0,images/train/MAR20_3727.jpg,22,427.73,630.47,482.81,683.2,0.001121,17248
y5-f0-i3723-p017249,3723,0,images/train/MAR20_3727.jpg,15,529.69,0.0,588.67,7.0,0.001037,17249
y5-f0-i3724-p017250,3724,0,images/train/MAR20_3728.jpg,9,42.33,447.27,123.24,532.03,0.488281,17250
y5-f0-i3724-p017251,3724,0,images/train/MAR20_3728.jpg,9,291.02,298.83,369.73,378.91,0.435791,17251
y5-f0-i3724-p017252,3724,0,images/train/MAR20_3728.jpg,10,403.12,232.23,480.47,311.72,0.307373,17252
y5-f0-i3724-p017253,3724,0,images/train/MAR20_3728.jpg,9,477.34,187.3,553.12,262.89,0.167725,17253
y5-f0-i3724-p017254,3724,0,images/train/MAR20_3728.jpg,10,628.52,96.29,704.69,172.66,0.11438,17254
y5-f0-i3724-p017255,3724,0,images/train/MAR20_3728.jpg,10,555.08,140.62,629.3,216.6,0.082092,17255
y5-f0-i3724-p017256,3724,0,images/train/MAR20_3728.jpg,14,628.52,96.44,704.69,172.85,0.071045,17256
y5-f0-i3724-p017257,3724,0,images/train/MAR20_3728.jpg,9,555.08,140.62,629.3,216.6,0.063232,17257
y5-f0-i3724-p017258,3724,0,images/train/MAR20_3728.jpg,9,147.27,385.94,227.15,466.41,0.060089,17258
y5-f0-i3724-p017259,3724,0,images/train/MAR20_3728.jpg,15,402.73,232.03,480.47,311.91,0.052826,17259
y5-f0-i3724-p017260,3724,0,images/train/MAR20_3728.jpg,15,42.14,447.27,122.85,531.64,0.05072,17260
y5-f0-i3724-p017261,3724,0,images/train/MAR20_3728.jpg,15,477.34,187.4,553.12,262.89,0.047607,17261
y5-f0-i3724-p017262,3724,0,images/train/MAR20_3728.jpg,15,555.08,140.72,628.91,216.41,0.043365,17262
y5-f0-i3724-p017263,3724,0,images/train/MAR20_3728.jpg,10,477.34,187.3,553.12,262.89,0.040527,17263
y5-f0-i3724-p017264,3724,0,images/train/MAR20_3728.jpg,15,146.97,385.94,226.95,466.41,0.038025,17264
y5-f0-i3724-p017265,3724,0,images/train/MAR20_3728.jpg,14,403.12,232.23,480.47,312.11,0.024139,17265
y5-f0-i3724-p017266,3724,0,images/train/MAR20_3728.jpg,10,147.27,385.94,227.15,466.41,0.023865,17266
y5-f0-i3724-p017267,3724,0,images/train/MAR20_3728.jpg,13,291.02,298.83,369.73,378.52,0.023331,17267
y5-f0-i3724-p017268,3724,0,images/train/MAR20_3728.jpg,9,628.52,96.29,704.69,172.66,0.021454,17268
y5-f0-i3724-p017269,3724,0,images/train/MAR20_3728.jpg,15,291.02,298.83,369.73,378.52,0.019272,17269
y5-f0-i3724-p017270,3724,0,images/train/MAR20_3728.jpg,10,42.33,447.27,123.24,532.03,0.016922,17270
y5-f0-i3724-p017271,3724,0,images/train/MAR20_3728.jpg,4,555.08,140.62,629.3,216.6,0.015961,17271
y5-f0-i3724-p017272,3724,0,images/train/MAR20_3728.jpg,13,146.97,385.94,226.95,466.41,0.014732,17272
y5-f0-i3724-p017273,3724,0,images/train/MAR20_3728.jpg,15,628.52,96.19,704.3,172.85,0.012672,17273
y5-f0-i3724-p017274,3724,0,images/train/MAR20_3728.jpg,4,0.02,522.66,10.88,596.09,0.01033,17274
