gt_uid,annotation_uid,image_id,fold,source_group,coarse,class_name,category_id,gt_bbox_xyxy,gt_short_edge,size_bin,m3_proposal_uid,m3_score,m3_bbox_xyxy,iou
ann_20df780d1a63,ann_20df780d1a63,3432,0,mar20-airport-proxy-022,aircraft,aircraft,22,"[279.0, 207.0, 459.0, 354.0]",147.0,medium,m3-f0-i3432-p319501,0.9385,"[276.22, 207.13, 464.01, 360.06]",0.9198
ann_42b08d277c54,ann_42b08d277c54,1876,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[341.0, 256.0, 389.0, 324.0]",48.0,small,m3-f1-i1876-p195306,0.9375,"[340.21, 257.54, 389.09, 325.27]",0.9426
ann_abd70ef28178,ann_abd70ef28178,3661,2,mar20-airport-proxy-051,aircraft,aircraft,14,"[313.0, 25.0, 448.0, 144.0]",119.0,medium,m3-f2-i3661-p353401,0.937,"[318.9, 27.88, 448.68, 143.41]",0.9239
ann_f959952c2277,ann_f959952c2277,3060,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[312.0, 563.0, 468.0, 733.0]",156.0,medium,m3-f2-i3060-p292500,0.937,"[317.38, 563.53, 465.43, 726.32]",0.9088
ann_b60c76ba421f,ann_b60c76ba421f,3731,0,mar20-airport-proxy-018,aircraft,aircraft,20,"[489.0, 319.0, 556.0, 376.0]",57.0,small,m3-f0-i3731-p351605,0.9365,"[491.36, 318.97, 551.61, 376.34]",0.894
ann_d6eb48aa8b1c,ann_d6eb48aa8b1c,1487,2,mar20-airport-proxy-009,aircraft,aircraft,10,"[559.0, 474.0, 630.0, 551.0]",71.0,small,m3-f2-i1487-p144600,0.9365,"[557.51, 472.63, 631.12, 550.91]",0.9466
ann_c9b571654831,ann_c9b571654831,4101,0,mar20-airport-proxy-045,aircraft,aircraft,10,"[186.0, 537.0, 261.0, 615.0]",75.0,small,m3-f0-i4101-p406802,0.9365,"[183.34, 529.55, 259.62, 619.43]",0.8247
ann_f2943ee22204,ann_f2943ee22204,1471,2,mar20-airport-proxy-009,aircraft,aircraft,10,"[168.0, 103.0, 358.0, 289.0]",186.0,medium,m3-f2-i1471-p143101,0.9365,"[167.77, 95.5, 368.42, 293.92]",0.8876
ann_ef4025460e06,ann_ef4025460e06,4034,0,mar20-airport-proxy-046,aircraft,aircraft,14,"[242.0, 513.0, 343.0, 597.0]",84.0,small,m3-f0-i4034-p399900,0.936,"[244.64, 511.45, 340.14, 602.44]",0.8767
ann_d22511ddd627,ann_d22511ddd627,3430,2,mar20-airport-proxy-004,aircraft,aircraft,21,"[268.0, 66.0, 426.0, 207.0]",141.0,medium,m3-f2-i3430-p333300,0.9355,"[273.88, 65.04, 412.84, 213.09]",0.8425
ann_15b7edf93954,ann_15b7edf93954,2418,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[366.0, 499.0, 443.0, 558.0]",59.0,small,m3-f2-i2418-p233405,0.9351,"[363.99, 501.15, 440.7, 555.88]",0.8787
ann_065c8072c5f8,ann_065c8072c5f8,2129,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[563.0, 572.0, 681.0, 679.0]",107.0,medium,m3-f2-i2129-p206705,0.9346,"[568.7, 572.31, 676.61, 676.12]",0.8872
ann_a19b411c56a0,ann_a19b411c56a0,3430,2,mar20-airport-proxy-004,aircraft,aircraft,21,"[238.0, 245.0, 386.0, 403.0]",148.0,medium,m3-f2-i3430-p333302,0.9346,"[242.24, 260.69, 383.54, 405.32]",0.8481
ann_d1bb9869a4a1,ann_d1bb9869a4a1,3646,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[119.0, 711.0, 176.0, 793.0]",57.0,small,m3-f1-i3646-p400802,0.9346,"[119.56, 711.5, 176.54, 793.19]",0.9729
ann_392eb1ee0488,ann_392eb1ee0488,2839,1,mar20-airport-proxy-024,aircraft,aircraft,18,"[382.0, 695.0, 485.0, 800.0]",103.0,medium,m3-f1-i2839-p309901,0.9346,"[378.86, 691.21, 487.55, 800.0]",0.9146
ann_59c5c66cb935,ann_59c5c66cb935,3663,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[413.0, 56.0, 587.0, 205.0]",149.0,medium,m3-f2-i3663-p354001,0.9346,"[425.68, 54.25, 586.04, 205.13]",0.911
ann_630ced702ba6,ann_630ced702ba6,1903,1,mar20-airport-proxy-010,aircraft,aircraft,21,"[364.0, 261.0, 471.0, 360.0]",99.0,medium,m3-f1-i1903-p198001,0.9341,"[359.18, 257.03, 473.63, 360.16]",0.8975
ann_1db5e8a36ddf,ann_1db5e8a36ddf,3060,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[548.0, 574.0, 699.0, 733.0]",151.0,medium,m3-f2-i3060-p292501,0.9336,"[548.24, 570.26, 696.29, 728.96]",0.934
ann_c9f0b41fe2d9,ann_c9f0b41fe2d9,4340,1,mar20-airport-proxy-024,aircraft,aircraft,18,"[74.0, 405.0, 207.0, 505.0]",100.0,medium,m3-f1-i4340-p472501,0.9336,"[80.08, 404.69, 209.77, 507.81]",0.9078
ann_0661f28d0df8,ann_0661f28d0df8,3125,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[619.0, 678.0, 755.0, 790.0]",112.0,medium,m3-f2-i3125-p299103,0.9331,"[619.87, 676.76, 759.03, 791.21]",0.9444
ann_dd702008a48b,ann_dd702008a48b,3839,0,mar20-airport-proxy-032,aircraft,aircraft,19,"[371.0, 380.0, 502.0, 512.0]",131.0,medium,m3-f0-i3839-p376801,0.9331,"[369.75, 381.73, 500.74, 515.85]",0.9411
ann_db7076f135d5,ann_db7076f135d5,3992,1,mar20-airport-proxy-010,aircraft,aircraft,7,"[331.0, 44.0, 424.0, 123.0]",79.0,small,m3-f1-i3992-p427809,0.9331,"[328.77, 44.67, 423.25, 120.41]",0.9297
ann_82c8f590f92a,ann_82c8f590f92a,4034,0,mar20-airport-proxy-046,aircraft,aircraft,14,"[154.0, 420.0, 251.0, 513.0]",93.0,small,m3-f0-i4034-p399902,0.9326,"[156.34, 424.77, 247.32, 513.12]",0.8887
ann_5f58ab2a11e0,ann_5f58ab2a11e0,2074,1,mar20-airport-proxy-017,aircraft,aircraft,14,"[36.0, 127.0, 139.0, 232.0]",103.0,medium,m3-f1-i2074-p218402,0.9326,"[34.81, 121.09, 137.94, 231.25]",0.9203
ann_c48af58661d3,ann_c48af58661d3,2400,0,mar20-airport-proxy-045,aircraft,aircraft,17,"[419.0, 69.0, 516.0, 167.0]",97.0,medium,m3-f0-i2400-p228903,0.9321,"[419.14, 71.41, 513.67, 169.41]",0.9283
ann_c35afcaecd44,ann_c35afcaecd44,2558,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[509.0, 422.0, 644.0, 538.0]",116.0,medium,m3-f2-i2558-p249003,0.9321,"[501.46, 426.37, 643.85, 539.26]",0.9025
ann_e158bb93907d,ann_e158bb93907d,2986,1,mar20-airport-proxy-011,aircraft,aircraft,22,"[451.0, 436.0, 514.0, 486.0]",50.0,small,m3-f1-i2986-p327309,0.9316,"[449.41, 434.69, 515.43, 481.71]",0.8535
ann_1b1d799bc96c,ann_1b1d799bc96c,4030,1,mar20-airport-proxy-010,aircraft,aircraft,7,"[101.0, 135.0, 207.0, 231.0]",96.0,medium,m3-f1-i4030-p438602,0.9312,"[93.39, 129.85, 205.3, 235.29]",0.837
ann_cc66302c179f,ann_cc66302c179f,1903,1,mar20-airport-proxy-010,aircraft,aircraft,21,"[120.0, 189.0, 230.0, 293.0]",104.0,medium,m3-f1-i1903-p198004,0.9307,"[117.29, 189.65, 231.35, 292.38]",0.9531
ann_906ceaf1c0c2,ann_906ceaf1c0c2,2984,2,mar20-airport-proxy-021,aircraft,aircraft,20,"[72.0, 443.0, 156.0, 525.0]",82.0,small,m3-f2-i2984-p286501,0.9307,"[71.56, 442.5, 156.18, 526.25]",0.9721
ann_08c7b7550385,ann_08c7b7550385,3839,0,mar20-airport-proxy-032,aircraft,aircraft,19,"[687.0, 377.0, 818.0, 509.0]",131.0,medium,m3-f0-i3839-p376806,0.9302,"[683.9, 382.41, 820.51, 511.0]",0.9074
ann_a4ac486729d7,ann_a4ac486729d7,1769,1,mar20-airport-proxy-014,aircraft,aircraft,22,"[548.0, 576.0, 610.0, 659.0]",62.0,small,m3-f1-i1769-p183001,0.9302,"[549.84, 577.49, 603.72, 657.37]",0.8363
ann_c7f1f656e849,ann_c7f1f656e849,1739,2,mar20-airport-proxy-004,aircraft,aircraft,6,"[204.0, 58.0, 373.0, 240.0]",169.0,medium,m3-f2-i1739-p171003,0.9297,"[207.23, 62.01, 390.43, 241.89]",0.8626
ann_b3b057c39338,ann_b3b057c39338,2839,1,mar20-airport-proxy-024,aircraft,aircraft,18,"[350.0, 347.0, 456.0, 457.0]",106.0,medium,m3-f1-i2839-p309902,0.9287,"[353.32, 340.87, 463.09, 459.13]",0.8463
ann_3dd1e644e047,ann_3dd1e644e047,1393,0,mar20-airport-proxy-006,aircraft,aircraft,5,"[111.0, 358.0, 208.0, 447.0]",89.0,small,m3-f0-i1393-p138001,0.9287,"[111.02, 358.62, 202.01, 449.12]",0.9111
ann_117912e2c32e,ann_117912e2c32e,4246,1,mar20-airport-proxy-042,aircraft,aircraft,22,"[190.0, 467.0, 242.0, 539.0]",52.0,small,m3-f1-i4246-p464406,0.9282,"[190.84, 466.36, 240.8, 537.55]",0.9332
ann_32b4886b74d7,ann_32b4886b74d7,3472,2,mar20-airport-proxy-023,aircraft,aircraft,17,"[171.0, 471.0, 237.0, 550.0]",66.0,small,m3-f2-i3472-p337802,0.9282,"[177.71, 483.39, 237.48, 544.89]",0.6955
ann_4752c6ae7073,ann_4752c6ae7073,2839,1,mar20-airport-proxy-024,aircraft,aircraft,18,"[338.0, 168.0, 445.0, 281.0]",107.0,medium,m3-f1-i2839-p309903,0.9282,"[338.09, 168.36, 449.41, 283.59]",0.9352
ann_1b82d130ce83,ann_1b82d130ce83,2618,0,mar20-airport-proxy-055,aircraft,aircraft,7,"[530.0, 515.0, 669.0, 675.0]",139.0,medium,m3-f0-i2618-p246001,0.9277,"[527.1, 513.72, 672.12, 678.47]",0.9309
ann_e0ce6aea44db,ann_e0ce6aea44db,4034,0,mar20-airport-proxy-046,aircraft,aircraft,14,"[338.0, 597.0, 438.0, 690.0]",93.0,small,m3-f0-i4034-p399905,0.9272,"[342.28, 600.31, 432.48, 689.58]",0.8658
ann_cd1a9c461376,ann_cd1a9c461376,1509,1,mar20-airport-proxy-035,aircraft,aircraft,17,"[54.0, 31.0, 190.0, 183.0]",136.0,medium,m3-f1-i1509-p156002,0.9272,"[53.17, 24.17, 194.48, 178.96]",0.8974
ann_60a5e7e0b425,ann_60a5e7e0b425,4332,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[395.0, 142.0, 636.0, 303.0]",161.0,medium,m3-f1-i4332-p471600,0.9268,"[395.21, 136.77, 629.79, 306.98]",0.922
ann_9ef5077877d7,ann_9ef5077877d7,2806,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[2.0, 467.0, 81.0, 561.0]",79.0,small,m3-f0-i2806-p263108,0.9263,"[0.81, 466.8, 80.79, 560.55]",0.9757
ann_2e077e209c7d,ann_2e077e209c7d,1448,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[666.0, 221.0, 750.0, 289.0]",68.0,small,m3-f2-i1448-p141308,0.9263,"[665.16, 220.0, 751.25, 290.55]",0.9404
ann_59e3689b648c,ann_59e3689b648c,1676,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[315.0, 349.0, 410.0, 432.0]",83.0,small,m3-f2-i1676-p165903,0.9263,"[318.43, 348.44, 408.52, 427.73]",0.8938
ann_359b408e2b15,ann_359b408e2b15,4336,1,mar20-airport-proxy-007,aircraft,aircraft,6,"[390.0, 197.0, 448.0, 255.0]",58.0,small,m3-f1-i4336-p472203,0.9263,"[386.46, 193.52, 450.94, 257.67]",0.8133
ann_c78e944b68af,ann_c78e944b68af,3933,0,mar20-airport-proxy-047,aircraft,aircraft,11,"[337.0, 337.0, 392.0, 395.0]",55.0,small,m3-f0-i3933-p394500,0.9263,"[335.99, 334.11, 392.14, 397.14]",0.9012
ann_f920cdd22294,ann_f920cdd22294,1676,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[316.0, 472.0, 408.0, 558.0]",86.0,small,m3-f2-i1676-p165904,0.9258,"[317.26, 471.34, 408.13, 551.32]",0.9016
ann_59b3ac5fecb5,ann_59b3ac5fecb5,4350,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[203.0, 440.0, 313.0, 499.0]",59.0,small,m3-f2-i4350-p395701,0.9258,"[203.12, 435.35, 312.11, 501.37]",0.8863
ann_2bb4b906d1b2,ann_2bb4b906d1b2,4336,1,mar20-airport-proxy-007,aircraft,aircraft,6,"[375.0, 545.0, 434.0, 604.0]",59.0,small,m3-f1-i4336-p472204,0.9258,"[372.46, 541.72, 434.8, 606.53]",0.8615
ann_4579fa9398ac,ann_4579fa9398ac,4034,0,mar20-airport-proxy-046,aircraft,aircraft,14,"[507.0, 384.0, 597.0, 465.0]",81.0,small,m3-f0-i4034-p399906,0.9238,"[510.78, 377.45, 595.32, 466.57]",0.8584
ann_ec0260721dd5,ann_ec0260721dd5,3606,2,mar20-airport-proxy-056,aircraft,aircraft,8,"[297.0, 9.0, 418.0, 179.0]",121.0,medium,m3-f2-i3606-p350400,0.9238,"[297.85, 7.67, 416.6, 171.53]",0.9311
ann_3d679aaf0a18,ann_3d679aaf0a18,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[497.0, 566.0, 579.0, 617.0]",51.0,small,m3-f1-i3960-p420900,0.9229,"[496.43, 564.29, 574.57, 613.19]",0.8429
ann_f8574fe1520f,ann_f8574fe1520f,1797,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[241.0, 209.0, 340.0, 294.0]",85.0,small,m3-f2-i1797-p174302,0.9229,"[245.26, 208.98, 334.42, 295.7]",0.8845
ann_7937e22cbc2e,ann_7937e22cbc2e,3524,0,mar20-airport-proxy-048,aircraft,aircraft,7,"[158.0, 653.0, 271.0, 762.0]",109.0,medium,m3-f0-i3524-p328500,0.9224,"[155.71, 644.58, 275.54, 763.23]",0.8663
ann_bc946330a8b7,ann_bc946330a8b7,3428,1,mar20-airport-proxy-057,aircraft,aircraft,19,"[350.0, 272.0, 459.0, 344.0]",72.0,small,m3-f1-i3428-p375900,0.9224,"[349.95, 268.02, 453.96, 348.0]",0.8621
ann_e44e16dab53f,ann_e44e16dab53f,3495,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[282.0, 278.0, 338.0, 315.0]",37.0,small,m3-f1-i3495-p382200,0.9219,"[282.62, 276.35, 338.87, 314.66]",0.9244
ann_a789683cefc8,ann_a789683cefc8,4160,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[770.0, 95.0, 822.0, 137.0]",42.0,small,m3-f2-i4160-p372300,0.9219,"[767.98, 96.58, 820.15, 136.79]",0.8903
ann_77a34ce4c376,ann_77a34ce4c376,4204,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[38.0, 4.0, 284.0, 132.0]",128.0,medium,m3-f2-i4204-p380100,0.9219,"[31.84, 0.0, 280.47, 136.47]",0.9026
ann_0217d8beab03,ann_0217d8beab03,2409,2,mar20-airport-proxy-004,aircraft,aircraft,6,"[178.0, 272.0, 282.0, 382.0]",104.0,medium,m3-f2-i2409-p232207,0.9214,"[182.52, 285.96, 275.29, 380.83]",0.7694
ann_50ab9af44f2f,ann_50ab9af44f2f,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[191.0, 224.0, 279.0, 274.0]",50.0,small,m3-f1-i3960-p420901,0.9214,"[196.58, 225.84, 269.79, 268.72]",0.7135
ann_16ee2c0a15de,ann_16ee2c0a15de,2925,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[254.0, 191.0, 326.0, 298.0]",72.0,small,m3-f2-i2925-p280500,0.9209,"[243.41, 192.19, 328.47, 293.75]",0.8098
ann_394dc38b4d19,ann_394dc38b4d19,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[489.0, 211.0, 569.0, 260.0]",49.0,small,m3-f1-i3960-p420902,0.9204,"[491.23, 212.36, 564.19, 254.07]",0.7764
ann_99bab95f2b8a,ann_99bab95f2b8a,2725,2,mar20-airport-proxy-023,aircraft,aircraft,17,"[543.0, 549.0, 654.0, 658.0]",109.0,medium,m3-f2-i2725-p267303,0.9194,"[549.8, 552.29, 652.54, 656.3]",0.8831
ann_e91ba8ba0a3d,ann_e91ba8ba0a3d,2558,2,mar20-airport-proxy-051,aircraft,aircraft,16,"[504.0, 42.0, 669.0, 157.0]",115.0,medium,m3-f2-i2558-p249005,0.9194,"[510.4, 42.68, 668.51, 152.83]",0.9179
ann_2990e5f5059b,ann_2990e5f5059b,1548,2,mar20-airport-proxy-044,aircraft,aircraft,7,"[308.0, 495.0, 475.0, 642.0]",147.0,medium,m3-f2-i1548-p150604,0.9189,"[315.43, 494.29, 476.37, 638.53]",0.9213
ann_ba3c74c0ce78,ann_ba3c74c0ce78,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[430.0, 492.0, 517.0, 547.0]",55.0,small,m3-f1-i3960-p420903,0.9189,"[431.35, 491.97, 507.23, 539.55]",0.7537
ann_4662eddc0f82,ann_4662eddc0f82,3933,0,mar20-airport-proxy-047,aircraft,aircraft,11,"[133.0, 683.0, 190.0, 742.0]",57.0,small,m3-f0-i3933-p394502,0.9189,"[130.83, 680.35, 189.28, 744.65]",0.8736
ann_47f294a79303,ann_47f294a79303,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[430.0, 147.0, 509.0, 199.0]",52.0,small,m3-f1-i3960-p420904,0.9185,"[432.38, 149.54, 504.25, 189.88]",0.7057
ann_c74c0b2080db,ann_c74c0b2080db,2288,2,mar20-airport-proxy-023,aircraft,aircraft,14,"[106.0, 436.0, 227.0, 545.0]",109.0,medium,m3-f2-i2288-p221704,0.9185,"[112.21, 436.08, 223.73, 543.6]",0.9092
ann_09256969f4fe,ann_09256969f4fe,2925,2,mar20-airport-proxy-051,aircraft,aircraft,19,"[710.0, 442.0, 784.0, 556.0]",74.0,small,m3-f2-i2925-p280501,0.918,"[707.89, 451.27, 791.33, 556.54]",0.8183
ann_795ece00607b,ann_795ece00607b,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[557.0, 636.0, 644.0, 691.0]",55.0,small,m3-f1-i3960-p420905,0.918,"[559.23, 635.36, 637.36, 683.19]",0.7626
ann_f9420a55acd3,ann_f9420a55acd3,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[370.0, 422.0, 459.0, 477.0]",55.0,small,m3-f1-i3960-p420906,0.918,"[372.17, 423.09, 446.17, 469.8]",0.7061
ann_f987f8eb82f2,ann_f987f8eb82f2,3606,2,mar20-airport-proxy-056,aircraft,aircraft,8,"[635.0, 217.0, 751.0, 388.0]",116.0,medium,m3-f2-i3606-p350402,0.9175,"[635.21, 218.46, 754.64, 381.54]",0.9244
ann_da9c4bb7d7ff,ann_da9c4bb7d7ff,2986,1,mar20-airport-proxy-011,aircraft,aircraft,4,"[276.0, 638.0, 322.0, 699.0]",46.0,small,m3-f1-i2986-p327311,0.917,"[274.74, 638.23, 322.91, 701.61]",0.9124
ann_bdc58c400f7f,ann_bdc58c400f7f,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[673.0, 408.0, 756.0, 461.0]",53.0,small,m3-f1-i3960-p420907,0.917,"[671.87, 408.95, 745.74, 452.96]",0.7196
ann_d9e48be17ea6,ann_d9e48be17ea6,2593,0,mar20-airport-proxy-033,aircraft,aircraft,19,"[344.0, 52.0, 427.0, 160.0]",83.0,small,m3-f0-i2593-p244200,0.917,"[345.7, 51.03, 423.05, 157.96]",0.9066
ann_4957c2807add,ann_4957c2807add,2115,0,mar20-airport-proxy-022,aircraft,aircraft,4,"[233.0, 237.0, 287.0, 281.0]",44.0,small,m3-f0-i2115-p203701,0.9165,"[232.64, 237.29, 286.11, 284.58]",0.8986
ann_a0b858bcd131,ann_a0b858bcd131,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[605.0, 339.0, 683.0, 391.0]",52.0,small,m3-f1-i3960-p420908,0.916,"[607.7, 338.96, 683.34, 385.14]",0.8527
ann_d7de10485868,ann_d7de10485868,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[735.0, 476.0, 822.0, 530.0]",54.0,small,m3-f1-i3960-p420909,0.916,"[738.99, 477.77, 813.96, 522.77]",0.7181
ann_866fe10f800a,ann_866fe10f800a,3184,1,mar20-airport-proxy-034,aircraft,aircraft,18,"[541.0, 42.0, 604.0, 116.0]",63.0,small,m3-f1-i3184-p351303,0.915,"[537.94, 39.82, 602.69, 116.24]",0.9048
ann_7413a9cbfa30,ann_7413a9cbfa30,1709,2,mar20-airport-proxy-005,aircraft,aircraft,19,"[310.0, 108.0, 439.0, 213.0]",105.0,medium,m3-f2-i1709-p168900,0.915,"[313.04, 107.76, 457.28, 206.1]",0.8039
ann_6835ff82b411,ann_6835ff82b411,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[620.0, 709.0, 707.0, 765.0]",56.0,small,m3-f1-i3960-p420910,0.9146,"[623.7, 707.77, 703.36, 760.01]",0.8174
ann_206ec09af251,ann_206ec09af251,3300,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[453.0, 188.0, 538.0, 292.0]",85.0,small,m3-f2-i3300-p316801,0.9146,"[451.93, 185.69, 531.67, 292.82]",0.8892
ann_f9aca5d62a99,ann_f9aca5d62a99,2476,2,mar20-airport-proxy-015,aircraft,aircraft,22,"[284.0, 277.0, 413.0, 335.0]",58.0,small,m3-f2-i2476-p240001,0.9141,"[285.35, 273.24, 408.4, 340.82]",0.824
ann_adbde9bbce8c,ann_adbde9bbce8c,2034,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[323.0, 232.0, 384.0, 275.0]",43.0,small,m3-f1-i2034-p213600,0.9141,"[322.39, 230.64, 383.86, 275.22]",0.9529
ann_a2e704bdbf63,ann_a2e704bdbf63,3933,0,mar20-airport-proxy-047,aircraft,aircraft,11,"[496.0, 51.0, 554.0, 108.0]",57.0,small,m3-f0-i3933-p394503,0.9136,"[495.0, 49.49, 552.66, 111.94]",0.8782
ann_ad38875c6172,ann_ad38875c6172,2610,2,mar20-airport-proxy-015,aircraft,aircraft,4,"[117.0, 262.0, 187.0, 309.0]",47.0,small,m3-f2-i2610-p254715,0.9131,"[117.24, 264.56, 187.65, 308.09]",0.9152
ann_cce903050e04,ann_cce903050e04,3874,0,mar20-airport-proxy-041,aircraft,aircraft,22,"[63.0, 13.0, 183.0, 119.0]",106.0,medium,m3-f0-i3874-p383405,0.9126,"[68.65, 12.89, 176.66, 112.7]",0.8457
ann_68800f25e8f4,ann_68800f25e8f4,4160,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[692.0, 259.0, 731.0, 314.0]",39.0,small,m3-f2-i4160-p372304,0.9121,"[689.36, 263.04, 727.32, 315.0]",0.7766
ann_08a6fcf9535f,ann_08a6fcf9535f,3358,1,mar20-airport-proxy-043,aircraft,aircraft,23,"[317.0, 463.0, 408.0, 535.0]",72.0,small,m3-f1-i3358-p368702,0.9121,"[314.6, 462.08, 408.84, 535.57]",0.9461
ann_856fc10f83f6,ann_856fc10f83f6,1829,1,mar20-airport-proxy-029,aircraft,aircraft,17,"[666.0, 178.0, 786.0, 301.0]",120.0,medium,m3-f1-i1829-p190801,0.9116,"[664.31, 183.4, 784.13, 300.59]",0.9255
ann_9597fb416917,ann_9597fb416917,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[681.0, 772.0, 763.0, 828.0]",56.0,small,m3-f1-i3960-p420911,0.9116,"[680.57, 772.31, 760.41, 822.67]",0.8666
ann_842b44d4d415,ann_842b44d4d415,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[546.0, 273.0, 625.0, 326.0]",53.0,small,m3-f1-i3960-p420912,0.9111,"[551.9, 277.17, 626.2, 320.54]",0.7479
ann_7d59b57777bb,ann_7d59b57777bb,3959,1,mar20-airport-proxy-029,aircraft,aircraft,17,"[352.0, 399.0, 423.0, 479.0]",71.0,small,m3-f1-i3959-p420607,0.9111,"[350.77, 404.08, 421.52, 477.63]",0.8862
ann_226779d13107,ann_226779d13107,2063,2,mar20-airport-proxy-056,aircraft,aircraft,8,"[254.0, 257.0, 489.0, 449.0]",192.0,medium,m3-f2-i2063-p201300,0.9111,"[253.61, 256.45, 486.62, 448.24]",0.9815
ann_01cf2d78d3cd,ann_01cf2d78d3cd,4160,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[666.0, 195.0, 707.0, 253.0]",41.0,small,m3-f2-i4160-p372307,0.9097,"[663.55, 194.7, 705.31, 249.7]",0.8517
ann_fac30e23705f,ann_fac30e23705f,2409,2,mar20-airport-proxy-004,aircraft,aircraft,6,"[292.0, 273.0, 397.0, 375.0]",102.0,medium,m3-f2-i2409-p232208,0.9097,"[302.86, 281.3, 391.67, 371.83]",0.7507
ann_96a3da42e559,ann_96a3da42e559,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[372.0, 90.0, 452.0, 137.0]",47.0,small,m3-f1-i3960-p420913,0.9097,"[372.72, 88.67, 449.03, 131.09]",0.812
ann_717a71dda211,ann_717a71dda211,3409,0,mar20-airport-proxy-033,aircraft,aircraft,23,"[429.0, 302.0, 518.0, 418.0]",89.0,small,m3-f0-i3409-p317400,0.9092,"[419.43, 294.97, 525.88, 420.65]",0.7717
ann_eb8322f3e3a0,ann_eb8322f3e3a0,3964,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[468.0, 472.0, 544.0, 525.0]",53.0,small,m3-f1-i3964-p422100,0.9092,"[464.71, 471.22, 546.74, 527.58]",0.8712
ann_5c4ba98e924f,ann_5c4ba98e924f,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[85.0, 103.0, 167.0, 150.0]",47.0,small,m3-f1-i3960-p420914,0.9082,"[85.22, 97.07, 156.85, 143.68]",0.681
ann_ac502edeff89,ann_ac502edeff89,2718,0,mar20-airport-proxy-041,aircraft,aircraft,20,"[1.0, 121.0, 185.0, 320.0]",184.0,medium,m3-f0-i2718-p254701,0.9082,"[0.88, 134.38, 192.19, 323.05]",0.8859
ann_460376db1872,ann_460376db1872,4336,1,mar20-airport-proxy-007,aircraft,aircraft,6,"[381.0, 406.0, 440.0, 465.0]",59.0,small,m3-f1-i4336-p472208,0.9077,"[377.69, 401.85, 439.62, 467.04]",0.8518
ann_8427f83c3351,ann_8427f83c3351,4160,2,mar20-airport-proxy-013,aircraft,aircraft,18,"[744.0, 32.0, 796.0, 74.0]",42.0,small,m3-f2-i4160-p372311,0.9072,"[744.31, 34.44, 795.99, 71.57]",0.8786
ann_f0e4f4b18034,ann_f0e4f4b18034,3279,0,mar20-airport-proxy-045,aircraft,aircraft,14,"[571.0, 557.0, 720.0, 700.0]",143.0,medium,m3-f0-i3279-p305703,0.9072,"[568.65, 559.81, 716.5, 704.25]",0.9162
ann_5a2e1204dc63,ann_5a2e1204dc63,3149,1,mar20-airport-proxy-034,aircraft,aircraft,16,"[234.0, 239.0, 309.0, 309.0]",70.0,small,m3-f1-i3149-p348300,0.9062,"[233.74, 236.62, 310.01, 310.25]",0.9348
ann_9b6df9381035,ann_9b6df9381035,3960,1,mar20-airport-proxy-034,aircraft,aircraft,8,"[859.0, 606.0, 947.0, 661.0]",55.0,small,m3-f1-i3960-p420915,0.9053,"[861.33, 606.78, 938.92, 653.06]",0.7418
